title,plot,transcript,url
Take 2 (2017) - full transcript,"'Take 2' weaves a story of four ex-cons struggling to reintegrate into society – Ryan Lian's Tiger is a former gangster who took the rap for his boss Blackie (Henry Thia); Wang Lei's Mad Dog is a serial criminal who has apparently been convicted of every single offence in the Penal Code except for 'unnatural sex'; Gadrick Chen's Panther was betrayed by his partner during a robbery attempt; while Maxi Lim's Jian Ren was a soon-to-be groom convicted of sex with an underage prostitute during his bachelor's night party – and Tiger's voice-over at the beginning sums up their collective willingness to turn over a new leaf following their most recent prison stints. It was just last year that K. Rajagopal's 'A Yellow Bird' dwelt on similar themes, and slightly more than a decade ago that Jack Neo had done likewise with 'One More Chance', but 'Take 2' is intended less as a serious drama on new beginnings and second chances than as a light-hearted dramedy with the same subject matter for the Chinese New Year season.Co-written with his 'Ah Boys to Men' director Neo, Ivan Ho (who also makes his directorial debut here) himself struggles to strike the right balance between humour and seriousness, exacerbated by the blatant repetition of casting a cross-dressing Dennis Chew in a variety of bit roles. There is Dennis Chew as an egotistical 'auntie' whose car Panther had leased for use as a private taxi; there is Dennis Chew as the owner of a tuition centre who offers Jian Ren a teaching position without knowing of his past conviction; there is Dennis Chew as the female boss of a 'bak chor mee' stall whose quarrel with Mad Dog goes viral; and there is Dennis Chew as a beggar who bursts into church with face shrouded in shadow looking like Jesus Christ. As much as Chew doesn't attempt to steal the limelight in each one of these scenes, his presence alone ultimately distracts from the intended message of the stigmatization that these ex-cons face while trying to get back on their feet, even at times trivializing their very predicaments.Among the quartet, only Tiger emerges as a fully enough formed character that we come to empathise with, especially as he tries in vain to get through to his estranged teenage son Guang (newcomer Shawn Ho) who appears to be following in his younger day's footsteps. Whereas, Panther and Mad Dog's presence seem to go not much further than as comic sidekicks, and Jian Ren is (well) almost completely sidelined. It should also come as no surprise that, among them, Lian's performance is easily the most gripping, injecting some much-needed gravitas into a film that would otherwise come off too lightweight for its own good. Graduating from his scene-stealing supporting part in Neo's epic period drama 'Long Long Time Ago' into the lead role here, Lian also holds his own against veteran actor Chen Tianwen, who sheds his 'Mr Unbelievable' persona for a truly menacing villainous part named Di Tie with his own score to settle with Tiger.Oh yes, as formula would have it, Di Tie represents the past that comes back to haunt our four flawed heroes just as they are about to make a breakthrough with a new business venture that combines Tiger's cooking talent with Jian Ren's excellent Maths teaching skills and Panther's entrepreneurial instincts. Bearing the film's titular name, the three-in-one establishment offers tuition services for kids with food and beverage options and massage services for their waiting parents. And yet, that promising restart threatens to be derailed by Di Tie, who not only exploits Mad Dog (who owes him money he borrowed to feed his gambling habit) to spike the establishment's water on its opening day but also Guang to frame his father for drug possession, thus culminating in a showdown at a warehouse pier that you've probably seen the trailers teased.Whereas the earlier two acts alternated between comedy and drama, the last adds action into the mix – what with Mad Dog dusting off his former 'choppers' inscribed with his former nickname 'Geylang Mad Dog' (prompting one of the genuinely funny quips from Blackie that he had ORD-ed from gangster-hood without 'returning his arms') and Panther packing a fire extinguisher, a washing basin, a pair of nanchucks and rope to stage an ambush on MRT and his gang. The ensuing mishmash is as discordant as it sounds, vacillating between melodramatic scenes of Tiger fending off MRT's brutal attack for the sake of Guang and amusing scenes of nerdy Jian Ren transforming into a 'nanchucks' expert as well as Panther channeling his inner Bruce Lee. And yet, there is undeniably a scrappy charm to the proceedings, driven by the chemistry between Lian, Wang and Chen that translates into a palpable sense of brotherhood between their characters on screen.That 'Take 2' proves to be somewhat rough around the edges is perhaps to be expected, given how this is only Ho's maiden outing behind the camera. His background as a writer no doubt makes his debut feature a lot more narratively coherent than some of Neo's earlier works, but as a director, Ho seems to have adopted his mentor's sitcom-ish style despite trying to infuse a more urbane flair with the use of Latin tunes like Gabriel Saientz's 'Te Quiero'. As far as inspiring its audience to give ex-cons in society a 'take two', 'Take 2' isn't nearly as moving or poignant as it needs to be; but as comedy fare for the Chinese New Year season, there is enough humour, wit and even sheer nuttiness to keep you engaged, if not entertained. Just as how it is not realistic for ex- cons to keep their old ways while starting over, 'Take 2' cannot be both goofy and compelling at the same time, so it is no surprise that it ultimately comes off more of the former and much less of the latter.",,http://subslikescript.com/movie/Take_2-6441310
Papaw Land (2021) - full transcript,"A troubled teenager spends the summer with his grandfather in the Ozarks, where he's free from his mother, but not her painful past.",,http://subslikescript.com/movie/Papaw_Land-13844108
King of Mahjong (2015) - full transcript,"A family comedy set in modern times, KING OF MAHJONG illustrates how friendship among kampong kakis (""buddies"") and love between family members underscore all ambitions and desire for power. Movie viewers can expect the boisterous characters to generate loads of witty, well-timed, jokes and look forward to lots of lively repartee.",,http://subslikescript.com/movie/King_of_Mahjong-4415076
Forever (2010) - full transcript,"Joey, a talented video consultant, shares the art of marrying a man through her romantic 'faux' wedding videos, which are screened to young singles all over Singapore. The idea of fantasy and reality is blurred when she falls madly in love with a handsome music teacher from Taiwan who appeared with her in a landmark wedding video. While Gin claims his affection for her was strictly for the video, Joey pursues him to make him see that she is his true bride. Will her relentless drive to restore the happiness and joy she once knew be her ultimate failing and undoing?",,http://subslikescript.com/movie/Forever-1554514
High Flash (2018) - full transcript,"Fisherman Ah-Hai is found dead from self-immolation during a large-scale protest against TL Petrochemical. The incident instantly makes media headlines; Ah-Hai is hailed as a martyr. Medical examiner Chou is assigned to the case with public prosecutor Kim, his ex-fiancée. When the two discover evidence of murder and a major conspiracy, Chou breaks protocol to conduct his own investigation in order to protect Kim. As the truth is gradually revealed, the case and their past start to intertwine.",,http://subslikescript.com/movie/High_Flash-8463258
Flutter (2014) - full transcript,"Johnathan is a nine-year-old boy who loves sea monsters, and his 300 lb. pet pig, named Wee Wee. Unlike most kids, Johnathan has nystagmus, which makes his eyes ""flutter."" He also suffers from severe narrow angle glaucoma; an acute condition that if untreated can lead to permanent blindness. JoLynn cares for Johnathan alone while her singer/songwriter husband David travels in search of his big break. To treat Johnathan, she grows hydroponic marijuana to relieve the painful intraocular pressure Glaucoma causes. She cooks the marijuana into brownies and feeds them to him in secret. David's parents, Mark and Linda, live nearby and provide for JoLynn and Johnathan as best they can on a fixed income. Linda is highly critical of JoLynn's ability to raise Johnathan. During her son's absence, Johnathan has become more undisciplined than Linda would like. While Mark tries to keep the peace, he is torn between his wife and their daughter-in-law, who he loves deeply. When JoLynn discovers that Linda is secretly mounting a case for legal custody of Johnathan, JoLynn is forced to forgo the support of her in-laws. The result is a spiral of desperate acts that force JoLynn to make a decision that will change Johnathan's world forever.",,http://subslikescript.com/movie/Flutter-2409812
Ace of Sales (2016) - full transcript,,,http://subslikescript.com/movie/Ace_of_Sales-6121536
Bad Boy Symphony (2019) - full transcript,"Young criminal Lei, after failing his repeated attempts to escape from prison, joins a classical music ensemble, taught by a teacher who is helping the criminals there turn over a new leaf by preparing them for a music contest. Unfortunately for Lei, he finds out that his bandmates are newbies when it comes to music.",,http://subslikescript.com/movie/Bad_Boy_Symphony-10414750
Sandwich (2023) - full transcript,"A newly wed couple invites a woman for threesome. Unknown to them someone is watching their sexcapade. When the threesome becomes foursome, that's when chaos begins.",,http://subslikescript.com/movie/Sandwich-27724343
23:59: The Haunting Hour (2018) - full transcript,"No army is safe from hell. Recruit Tommy - a socially awkward individual, is the subject of teasing and bullying by his army mates. He seeks comfort from the compliments left by his readers on his blog that features fictitious army horror stories he writes in his free time. Tommy's articles were well received by his readers, from the story of a sinister spirit that haunts the pioneer batch of National Service cadets enlisted in 1967; to the strange encounters of a commando unit in 1983, believed to be the doings of a vengeful, seductive python spirit. Among the messages received, an attractive reader who praised Tommy for his article caught his eyes. Mesmerized by her looks, Tommy imagines being in a relationship with her and even doctored pictures of them together. One day, he received a text message from her and things started to go awry.",,http://subslikescript.com/movie/2359_The_Haunting_Hour-8657692
12:46 (2023) - full transcript,"In exchange for getting his album financed, Ray agrees to drive for his gangster friend, determined to eliminate a rival gang. As the body count rises, Ray must choose between loyalty and love after finding out his girlfriend is p...",,http://subslikescript.com/movie/1246-27542403
Let's Sing (2021) - full transcript,,,http://subslikescript.com/movie/Lets_Sing-25148382
Exorcism in Utero (2023) - full transcript,It tells the story of a woman who must save her unborn child and herself when she is possessed by a powerful ring.,,http://subslikescript.com/movie/Exorcism_in_Utero-22206842
Where Life Begins (2022) - full transcript,The story of a young Haredi woman and a divorced farmer who both long to break free.,,http://subslikescript.com/movie/Where_Life_Begins-15198986
India's Partition: The Forgotten Story (2017) - full transcript,"In this documentary, British film-maker Gurinder Chadha, director of Bend It Like Beckham and Viceroy's House, travels from Southall to Delhi to find out about the Partition of India - one of the most seismic events of the 20th century. Partition saw India divided into two new nations - independent India and Pakistan. The split led to violence, disruption and death. To find out why and how it happened, Gurinder crosses India, meeting people whose lives were torn apart by Partition and talking to historians who explain the motivations behind the split. Along the way, she discovers that Partition was caused by politicians who were more interested in their own power than in Indian unity, and finds out that the British also played a major role in the Partition.",,http://subslikescript.com/movie/Indias_Partition_The_Forgotten_Story-11560018
Take What You Can Carry (2015) - full transcript,"A character study as well as a meditation on communication, creativity, and physical space, Take What You Can Carry is a picture of a young woman seen through the interiors she occupies and the company she keeps. A North American living abroad, Lilly aspires to shape an intimate and private place of her own while connecting to the world around her. When she receives a letter from home, it provides the conduit she needs to fuse her transient self with the person she's always known herself to be.",,http://subslikescript.com/movie/Take_What_You_Can_Carry-4302954
Two Women (1999) - full transcript,"A sensation when released in 1999 in Iran, Two Women charts the lives of two promising architecture students over the course of the first turbulent years of the Islamic Republic. Tahimine Milani creates this scathing portrait of those traditions - aided by official indifference - which conspire to trap women and stop them from realizing their full potential; the inclusion of frank depictions of domestic violence was hailed by many as a breakthrough in dealing with a long taboo subject.",,http://subslikescript.com/movie/Two_Women-212573
Narrow path to happiness (2023) - full transcript,A young gay Romani couple from a remote village in Hungary has a dream so absurd that it seems impossible: making a musical film based on their lives.,,http://subslikescript.com/movie/Narrow_path_to_happiness-23622364
The Man with My Husband's Face (2023) - full transcript,"A woman's husband disappears, presumed drowned, during a kayaking trip. But she glimpses a man who looks like him; setting off a chain of events that unravels her life.",,http://subslikescript.com/movie/The_Man_with_My_Husbands_Face-23138674
Love in Zion National: A National Park Romance (2023) - full transcript,"Assistant curator, Lauren, is out to prove a set of ancient vases belong with the Pueblo Nation. While in Zion she meets Adam, a native Puebloan park ranger, who helps her on her mission.",,http://subslikescript.com/movie/Love_in_Zion_National_A_National_Park_Romance-27651275
Inside Porton Down: Britain's Secret Weapons Research Facility (2016) - full transcript,"Dr Michael Mosley investigates Britain's most secretive and controversial military research base, Porton Down, on its 100th anniversary. He comes face to face with chemical and biological weapons old and new, reveals the truth about shocking animal and human testing, and discovers how the latest science and technology are helping to defend us against terrorist attacks and rogue nations.",,http://subslikescript.com/movie/Inside_Porton_Down_Britains_Secret_Weapons_Research_Facility-5934096
Mediterranean Fever (2022) - full transcript,"Waleed dreams of a writing career while suffering from depression. He develops a relationship with his neighbor - a small-time crook. While the scheme turns into an unexpected friendship, it leads them into a journey of dark encou...",,http://subslikescript.com/movie/Mediterranean_Fever-19785426
Kubrick by Kubrick (2020) - full transcript,"A rare and transcendent journey into the life and films of the legendary Stanley Kubrick like we've never seen before, featuring a treasure trove of unearthed interview recordings from the master himself.",,http://subslikescript.com/movie/Kubrick_by_Kubrick-11905514
Yakeen (2005) - full transcript,"The film begins with the recovery of Simar (Priyanka Chopra) and her husband Nikhil (Arjun Rampal) from a car accident. Simar is almost unscratched but Nikhil not only has major internal and external damage, but he also has amnesia. Simar is determined that Nikhil will get better and resume his life, and immediately begins by bringing in the best surgeons to reconstruct his damaged leg and face, and then later helping him with the hospital therapy. Although Nikhil is at first cautious and wary, Simar's obvious love and dedication wins him over. After six months of therapy he's released from the hospital and the couple return home. Simar insists that Nikhil continue with his life and encourages him to go back to work, though beforehand she warns him that there are both good and bad people all around, and it's up to him to decide whom to trust. Once Nikhil meets up with his old friends and goes through his personal files, he finds evidence that all was not well in his previous life. Now uncertain of his wife's true motives, Nikhil starts retracing his steps from the night of the accident, and learns that things are not quite what they appear.",,http://subslikescript.com/movie/Yakeen-453978
Le colosse aux pieds d'argile (2022) - full transcript,"Sebastien is a former rugby player and a true colossus. Between 12 to 16, he was a victim of rape. 30 years later, he has failed to speak. After he meets a little colossus like him, he is compelled to make the right choice: justice.",,http://subslikescript.com/movie/Le_colosse_aux_pieds_dargile-15548866
Beyond Human Nature (2023) - full transcript,"This factory has worked 0 days without a murder. The story of the notorious 1992 Tom Monfils pulp vat murder investigation in Green Bay, Wisconsin, and how the victim's brother doubts the official story 30 years later.",,http://subslikescript.com/movie/Beyond_Human_Nature-4194830
Pedro Páramo (1977) - full transcript,"Remake of the 1967 literary adaptation, in which a wayfarer travels to a mysterious arid village to meet the father who long ago abandoned his wife.",,http://subslikescript.com/movie/Pedro_Pramo-329492
Veealused karid (1959) - full transcript,,,http://subslikescript.com/movie/Veealused_karid-447519
I'll Find You (2019) - full transcript,"Inspired by stories of Polish musicians from the '30-40s, the film's an uncommon love story; romantic, but with the love of music which draws the characters together. A young couple - Robert, a Catholic opera singer, and Rachel, a Jewish violinist, dream of one day performing together at Carnegie Hall. When they're torn apart by the German invasion of Poland, Robert vows to find Rachel, no matter what. His search takes him on a journey through the heart of Nazi Germany, to a reckoning - that Rachel may be lost to him forever.",,http://subslikescript.com/movie/Ill_Find_You-5070062
American Commune (2013) - full transcript,"In 1970, 1,500 hippies and their guru Stephen Gaskin founded a commune in rural Tennessee. Members forked over their savings, grew their own food, delivered their babies at home and built a self-sufficient society. Raised in this alternative community by a Jewish mother from Beverly Hills and a Puerto Rican father from the Bronx, filmmakers and sisters Rena and Nadine return for the first time since leaving in 1985. Finally ready to face the past after years of hiding their upbringing, they chart the rise and fall of America's largest utopian socialist experiment and their own family tree. The nascent idealism of a community destroyed, in part, by its own success is reflected in the personal story of a family unit split apart by differences. American Commune finds inspiration in failure, humor in deprivation and, most surprisingly, that communal values are alive and well in the next generation.",,http://subslikescript.com/movie/American_Commune-2960688
Mravnost nade vse (1937) - full transcript,"A professor known for his motto ""Morality Above All Else"" receives an unexpected and unwelcome visit from his illegitimate daughter.",,http://subslikescript.com/movie/Mravnost_nade_vse-166722
Victim/Suspect (2023) - full transcript,"Young women tell the police they've been sexually assaulted, but instead of finding justice, they're charged with the crime of making a false report, arrested, and even imprisoned by the system they believed would protect them.",,http://subslikescript.com/movie/VictimSuspect-24079788
Wanda Sykes: I'm an Entertainer (2023) - full transcript,"The comic shares details about her life, from the challenges of raising Gen Z teens to the dilemmas of being a liberal in a charged political climate.",,http://subslikescript.com/movie/Wanda_Sykes_Im_an_Entertainer-26931915
The Last of the Unjust (2013) - full transcript,"A place: Theresienstadt. A unique place of propaganda which Adolf Eichmann called the ""model ghetto"", designed to mislead the world and Jewish people regarding its real nature, to be the last step before the gas chamber. A man: Benjamin Murmelstein, last president of the Theresienstadt Jewish Council, a fallen hero condemned to exile, who was forced to negotiate day after day from 1938 until the end of the war with Eichmann, to whose trial Murmelstein wasn't even called to testify. Even though he was without a doubt the one who knew the Nazi executioner best. More than twenty-five years after Shoah, Claude Lanzmann's new film reveals a little-known yet fundamental aspect of the Holocaust, and sheds light on the origins of the ""Final Solution"" like never before.",,http://subslikescript.com/movie/The_Last_of_the_Unjust-2340784
The Worst Ones (2022) - full transcript,A group of teenagers from the same neighborhood are selected to act in a feature film during the summer.,,http://subslikescript.com/movie/The_Worst_Ones-19719862
The Cat Creeps (1946) - full transcript,A black cat is suspected of being possessed by the spirit of a elderly murdered woman.,,http://subslikescript.com/movie/The_Cat_Creeps-38401
Two Much (1995) - full transcript,A young gallerist is in love with two sisters at the same time. In order to solve the problem he decides to invent his own twin-brother.,,http://subslikescript.com/movie/Two_Much-118001
The Adventurers (1970) - full transcript,"The wealthy playboy son of an assassinated South American diplomat discovers that his father was really murdered on orders of the corrupt president of the country--a man who was his father's friend and who, in fact, his father had helped put into power. He returns from living a jet-set life in Europe to lead a revolution against the government, only to find out that things aren't quite as black and white as he had assumed.",,http://subslikescript.com/movie/The_Adventurers-65374
Genitori in blue-jeans (1960) - full transcript,"Giuseppe Grimaldi is a tailor who has a number of other activities. Gianni makes a good living with bills of exchange. Mario loves all (beautiful) women except his wife Lisa who, however, has the money and a son, Giorgino. Renzino has a lover and a daughter, but does not disdain other adventures. This group of 40-year-olds spends their lives doing small hours in search of easy, superficial adventures among Achille's continuous jokes and between Rome, Sabaudia, and Paris intertwining of money and women; their children seem wiser than they are.",,http://subslikescript.com/movie/Genitori_in_blue-jeans-52842
Mosul Between War and Peace (2018) - full transcript,"A year after Iraqi forces pushed out Islamic State terrorists from Mosul, life is all but normal. Residents struggle to get back on track amid ruined streets strewn with corpses. However, reconstruction is only one of the challenges Mosul residents face. Families of Islamic State fighters and people who suffered from them now have a hard time trusting each other.",,http://subslikescript.com/movie/Mosul_Between_War_and_Peace-9030994
They Call Me Zarko - The Ghazaros Demirdjian Story (2021) - full transcript,"Born in Bulgaria in 1927, Ghazaros Demirdjian was the son of displaced Armenian immigrants who had escaped the genocide (1915-1923). Ghazaros knew there was a better life out there for him. He loved John Wayne movies and dreamed o...",,http://subslikescript.com/movie/They_Call_Me_Zarko_-_The_Ghazaros_Demirdjian_Story-15326846
"Nefertiti, the Lonely Queen: Stories from the World of Looted Ancient Art (2019) - full transcript","Numerous ex-colonies, back at the time when they gained independence, struggling to concretize their national identity, found themselves in a rather awkward position: imploring, as if beggars, for the return of their cultural corn...",,http://subslikescript.com/movie/Nefertiti_the_Lonely_Queen_Stories_from_the_World_of_Looted_Ancient_Art-11740188
The Irish Civil War (2022) - full transcript,"Documentary series telling the epic and often challenging story of the origins, conflict and legacy of the civil war that took place in Ireland in 1922 and 1923, based on the mammoth text 'Atlas of the Irish Revolution'.",,http://subslikescript.com/movie/The_Irish_Civil_War-19516522
