title,plot,transcript,url
Suede: The Insatiable Ones (2018) - full transcript,"Suede's arrival in British music in the 1990s was a phenomenon. Fated as 'The Best New Band in Britain' before they had even released a single, their debut album was the biggest selling for a generation and their emergence and dominance heralded Britpop. Made with full access to the band and their unexpurgated, incredible archive, Suede: The Insatiable Ones is documentary-feature that tells their story with brutal honesty, humour and dignity. Pulling no punches, the film eschews a linear form for a themed journey through Suede's intense career, and its creative and personal highs and lows. Through five chapters it explores: their roots and identity; the rush of success and immediate, infamous internal power struggle and schism, which few thought they could survive; the subsequent commercial apogee and significant international success; the resultant excess and substance abuse; their 'slow painful death' and split; and - ultimately - their recent, brilliant, acclaimed artistic rebirth. Frontman Brett Anderson and the band are joined by a wonderful cast that includes founder member of Suede and Elastica, Justine Frischmann, Suede's early manager Ricky Gervais, early Suede drummer and ex-Smith Mike Joyce, alongside friends, family and collaborators including Richard Osman, iconic designer Peter Saville, and others.",,http://subslikescript.com/movie/Suede_The_Insatiable_Ones-9436970
Kacchey Limbu (2022) - full transcript,A wilful young girl who is in the race of fulfilling dreams imposed on her by everyone and being at the receiving end each time.,,http://subslikescript.com/movie/Kacchey_Limbu-21387380
Dr. Caligari (1989) - full transcript,"Mrs. Van Houten has shown signs of losing touch with reality, and her husband discusses possible treatment with Dr. Caligari, who says Mrs. Van Houten has a disease of the libido. The staff want Dr. Caligari removed from their facility due to her controversial experiments with electroshock and hypothalamus injections. As Dr. Caligari continues experimenting with her patients, her daughter and son-in-law attempt to stop her.",,http://subslikescript.com/movie/Dr_Caligari-97228
Næsbygårds arving (1965) - full transcript,"Martin is a grandson and sole heir of Næsbygaard, where he lives with his grandfather.",,http://subslikescript.com/movie/Nsbygrds_arving-59526
The Verdict (1946) - full transcript,"Mr. Grodman was a respected superintendent at Scotland Yard until a mistake in an investigation caused the execution of an innocent man. He takes the blame, is dismissed, and replaced by the obnoxious, gloating Buckley. Feeling vengeful, Grodman would like nothing more than to see Buckley look foolish on the job. His friend Victor Emmric, an artist with macabre tastes, wouldn't mind either and soon a mysterious murder occurs that may provide them with the chance.",,http://subslikescript.com/movie/The_Verdict-39080
Centimeter (2023) - full transcript,"A scientist comes back home to finish his father's dream project. With the help of his friends and an A.I Humanoid, he sets up a lab inside a sacred grove and starts working on his subject Parvathy which leads to unpredictable occ...",,http://subslikescript.com/movie/Centimeter-14527750
Kathal: A Jackfruit Mystery (2023) - full transcript,A local politician whose prized jackfruits go missing and a young police officer who is adamant to solve this bizarre case to prove herself.,,http://subslikescript.com/movie/Kathal_A_Jackfruit_Mystery-18413766
Safe in Hell (1931) - full transcript,"Sought by the New Orleans police for accidentally killing the man who raped her and forced her into prostitution, a woman flees New Orleans for a Caribbean island. Surrounded by lecherous criminals, she awaits the return of her fiancé and seems to be holding her own until the treachery of the local police chief leaves her but one choice to gain her freedom.",,http://subslikescript.com/movie/Safe_in_Hell-22335
Top 10 Biggest Beasts Ever (2015) - full transcript,"Before man ruled the world, Earth was a land of giants. Count down the biggest beasts of their kind to ever roam the planet in this eye-opening original special, and uncover the secret lives of these super-sized species. Birds with plane-length wingspans, dinosaurs rivaling a Boeing 737; this stunning CGI special goes in search of the truth behind these monsters, counting down the ten largest and most extraordinary finds. From handling the recently unearthed bones of a dinosaur far larger than previously known, to analysing the flight technique of a giant seven-metre bird -uncover the unique adaptations that allowed each animal to thrive. Visual stunts and surprising size comparisons bring each beast vividly back to life in ever-increasing sizes. Get ready for a dramatic countdown of the most mind-blowing lost giants.",,http://subslikescript.com/movie/Top_10_Biggest_Beasts_Ever-4769024
"2,215 (2018) - full transcript","A documentary based on true story of thai singer named ""Artiwara Kongmalai"", who dedicates himself to long-running from Betong, Yala district, South of Thailand to Mae sai, Chiang Rai, North of Thailand. It takes 2 215 kilometres which is documentary's name and 55 days from the first november 2017 to the end. He tries to collect money devoted by Thailand's people as much as possible in order to help several hospitals to import medicals equipments needed, which is the purpose of this long-running event.",,http://subslikescript.com/movie/2215-8891536
My Indian Boyfriend (2021) - full transcript,"It's a love story between a Hong Kong girl and an Indian boy, set in Hong Kong. It encapsulates the drama of conflicts caused by racial discrimination as well as differences in social-cultural, lifestyle, and family values. At the same time, it combines the emotions of tears, joy, and humor with song and dance.",,http://subslikescript.com/movie/My_Indian_Boyfriend-14764886
Neelavelicham (2023) - full transcript,"A young, enthusiastic and free-spirited writer arrives to stay in a desolate mansion, rumored to be haunted by the apparition of a young woman who committed suicide when she was betrayed in love.",,http://subslikescript.com/movie/Neelavelicham-13886392
All My Goddess (2017) - full transcript,"When Jia Xin runs away from her wedding, her friends are forced to come to terms with their own personal issues.",,http://subslikescript.com/movie/All_My_Goddess-7159010
Kill Mobile (2018) - full transcript,"A group of seven friends decide to play a game at a dinner party. Placing each of their phones on the table, they agree to share the content of every message they receive. However, it soon appears that this is going to be no normal evening.",,http://subslikescript.com/movie/Kill_Mobile-9408490
Lion Rock (2019) - full transcript,"In 2011, Lai Chi-wai - one of the top rock climbers in Asia - lost everything when a motorcycle accident took away his ability to walk. Rather than succumbing to his fate, Lai found his own way of scaling those dizzying peaks again. With his second feature, Nick Leung offers a remarkable change of pace, eschewing the macabre humour of his debut Get Outta Here for an inspiring and touching tale about how a human being overcomes adversity. Featuring a career-best performance from Alex Lam as the wheelchair-bound athlete, this incredible fact-based story is a rousing tribute to Hong Kong's never-say-die spirit.",,http://subslikescript.com/movie/Lion_Rock-11811996
Make It Big Big (2019) - full transcript,"Areality comedy that delves into the secret lives of the leading four radio-presenters, detailing how these celebrities deal with living in the public eye, meeting the daily expectations of their fans and their personal issues.",,http://subslikescript.com/movie/Make_It_Big_Big-9420498
Agent Crush (2008) - full transcript,"To fight crime, a new hero is created, but there are a few small glitches to iron out.",,http://subslikescript.com/movie/Agent_Crush-815096
Kôshoku: Genroku (maruhi) monogatari (1975) - full transcript,An ironic and tragic story about the love adventures of young Natsu and her married sister Oshichi. Love gives them a chance to escape a decaying house. Natsu's cynicism and practicality contrasts with Oshichi's naivety and selfle...,,http://subslikescript.com/movie/Kshoku_Genroku_maruhi_monogatari-143518
Il caso Moro (1986) - full transcript,"On March 16th 1978, the Red Brigades kidnap Aldo Moro, the former Italian Prime Minister and the leader of Christian Democrats, the party in power in Italy since the end of the war. Fifty-five days later, his corpse was found in the centre of Rome in the trunk of a red Renault. Not only was Moro the victim of the brigadists but also of the struggle for power between the Italian political parties.",,http://subslikescript.com/movie/Il_caso_Moro-90805
Mass (2004) - full transcript,"Vizag city is plagued by a mafia gang, headed by the most powerful mafia don Satya (Raghuvaran). Satya, who is physically disabled, is the mastermind while his son Seshu (Rahul Dev) implements those strategies with his muscle. Together they make a terrific combination Ganesh (Nagarjuna) enters Vizag and settles in an apartment. After noticing the menace by Satya's henchmen, Ganesh calls up Seshu and warns him about four dates of that month - 15th, 20th, 25th and 1st (next month). He would harm and cause damage to them for 3 dates and finally would put an end to the life of Seshu on the 1st. The rest of the film is all about how Nagarjuna implements his strategies to scare the gang and the reason behind Nagarjuna's mission of coming to Vizag.",,http://subslikescript.com/movie/Mass-445033
Tom Hanks: The Nomad (2023) - full transcript,"From humble beginnings to an aspiring thespian to acting as some of the world's most iconic and notable characters. He has picked up a reputation as 'America's Nice Guy', 'The Everyman' and a nomad of the arts. But we all know him...",,http://subslikescript.com/movie/Tom_Hanks_The_Nomad-26688393
Not of This Earth (1988) - full transcript,A science fiction vampire movie. The Vampire is an emissary from an embattled world near destruction who teleports to Earth to see if they can live here. He finds that our blood is nourishing and that at least one source of it is a steady stream of transfusions. He hypnotizes a Dr. to provide them and has his blond nurse move in to administer them.,,http://subslikescript.com/movie/Not_of_This_Earth-95756
Tarzan in the Golden Grotto (1969) - full transcript,"Zan (Tarzan in some subtitled versions) helps the Amazons defeat two gangsters who wished to take over a sacred gold treasure from the women's tribe. There are extensive views of the Central America jungle, and several tough battles between the young Amazons and the evil pirates.",,http://subslikescript.com/movie/Tarzan_in_the_Golden_Grotto-65071
Murder in the Orient (1974) - full transcript,"During World War II, When the Japanese were fighting in the Philippines, they buried a stash of gold. They decided to abandon the traditional ""treasure map"", deciding instead to engrave directions to the loot on two separate samurai swords. Now, in the swingin' seventies, the nefarious Golden Cobra Gang has one of the swords. They desperately want the other one. Gustavo, a higher-up in the organization, really wants to please the head boss, King Cobra, so he pulls out all the stops to get the missing sword: he brings in Kang the Butcher, a ruthless assassin, and of course Turko. But he makes a fatal error in his quest. He kills the sister of Lao Tsu (Leo Fong). Now Tsu, a peaceful Hong Kong martial arts instructor, must travel to Manila to get revenge. On top of that, the American Paul Martelli (Ron Marchini) is caught up in the madness because he was involved with Tsu's sister.",,http://subslikescript.com/movie/Murder_in_the_Orient-196771
Timemaster (1995) - full transcript,"Young Jesse travels through time trying to stop a bunch of evil, virtual, fight managers from destroying Earth.",,http://subslikescript.com/movie/Timemaster-114676
Kiss Napoleon Goodbye (1990) - full transcript,Tension erupts when a couple shares their secluded hideaway with a visiting friend.,,http://subslikescript.com/movie/Kiss_Napoleon_Goodbye-1368863
Forgotten Warrior (1986) - full transcript,"Steve Parrish (Ronald Marchini) is fighting in Vietnam in 1974. He is injured and after a six-month recovery in a small village, he decides to stay behind and marry a local woman. He teaches the whole village martial arts including a small boy who resembles Scott Baio and has the fan favorite bowl haircut.",,http://subslikescript.com/movie/Forgotten_Warrior-291913
Dialing for Dingbats (1989) - full transcript,A lonely man finds love through a party line.,,http://subslikescript.com/movie/Dialing_for_Dingbats-375706
Silent but Deadly (1986) - full transcript,"America's first black, Jewish and female president must save the nation from a smelly and lethal threat.",,http://subslikescript.com/movie/Silent_but_Deadly-2112267
Savannah Electric (1985) - full transcript,"On a post-apocalyptic world, a mobile desert factory (Savannah Electric) run by the first thinking machine (The Benefactor), scavenges the last remnants of civilization. Amidst the ecological blight, a clone worker (Gerit Stone) attempts to escape the grip of the machine and psycho-addictive virtual reality device (The SuperInducer), in a half-conscious attempt to regenerate the frontier into what it had once been. In response, The Benefactor dispatches a bounty hunter (H. A. Roc) to eliminate the rogue worker before he can succeed.",,http://subslikescript.com/movie/Savannah_Electric-15077468
Beautiful People (1974) - full transcript,Hilarious documentary on the wildlife of the Namib Desert.,,http://subslikescript.com/movie/Beautiful_People-71143
Ukraine Is Not a Brothel (2013) - full transcript,"Ukraine's topless feminist sensation Femen has stirred up a press frenzy across Europe. Outraged by the world's image of Ukrainian women as either brides for sale or commodities of sex tourism, Femen bare their breasts in protest in order to disrupt this perception and agitate these brutal patriarchal forces. Now, for the first time, 'Ukraine Is Not A Brothel' offers an intimate glimpse inside the world's most provocative feminist organisation. A movement that began in the snow-filled streets of a corrupt, post-Soviet Ukraine, Femen's naked war against patriarchy is gaining momentum across Europe. But before they take the world by storm, these bold and beautiful women must first confront the perverse and contradictory forces that power their own 'titillating' feminist organisation.",,http://subslikescript.com/movie/Ukraine_Is_Not_a_Brothel-3136842
Virupaksha (2023) - full transcript,"Mysterious deaths occur in a village due to an unknown person's occult practices. The whole town is afraid, and the problems continue as they search for the one responsible.",,http://subslikescript.com/movie/Virupaksha-24059780
Creepypasta (2023) - full transcript,"Trapped in an abandoned house, a nameless man desperately searches for clues to how he got there. The answer is hidden within a series of disturbing viral videos - each of which begins to infect his mind.",,http://subslikescript.com/movie/Creepypasta-12971854
Burning Days (2022) - full transcript,"Emre, a young prosecutor newly appointed to the small town of Yaniklar, finds himself being pulled into a political conflict during his first criminal investigation.",,http://subslikescript.com/movie/Burning_Days-14859416
Bröllopsfotografen (2009) - full transcript,"When the factory in Molkom shuts down, Robin leaves his beloved hometown to try his luck in Stockholm as a wedding photographer. This experience changes not merely his outlook on life but also his hairstyle.",,http://subslikescript.com/movie/Brllopsfotografen-1359421
Rise of the Legend (2018) - full transcript,"The movie tells the inspirational story of Malaysia's badminton legend, Lee Chong Wei. Born in a poor family, he never gave up despite the difficulties he went through. His determination led to him becoming the professional badminton player and national hero that he is today.",,http://subslikescript.com/movie/Rise_of_the_Legend-7967954
"The Gangs, the Oscars, and the Walking Dead (2019) - full transcript","Producer BS and his long time director friend Wenxi have always dreamy to make it big in movie industry. The duo has been working together for more than a decade, but nothing's ever successful. They treat the filming of ceremonies, weddings and funerals like shooting a movie, with drones and all, but they still struggle financially. They even work for the mob to pay their debts. One day, their creditor and the mob boss Brother Long suddenly takes an interest in Wenxi's script. He only has one condition: to let his wife Shanny be the leading actress. Their chance finally comes.",,http://subslikescript.com/movie/The_Gangs_the_Oscars_and_the_Walking_Dead-11070468
Darkeplica (2023) - full transcript,Penelope obsessed with finding her children world crumbles as she succumbs to emotional stress and the silent voices of her new reality. Her husband believes she has lost her mind and watches her deteriorate into a world of darkness.,,http://subslikescript.com/movie/Darkeplica-27450106
Malibu High (1979) - full transcript,"High-school student Kim is having a tough time: her boyfriend Kevin dumped her for rich girl Annette, her grades are slipping, she has no money, and all her mother seems to care about is cleaning. She tells her best friend Lucy that the nonsense ends today. She's been feeling sorry for herself ever since her father hanged himself. She begins working for Tony the pimp and things start to look better for her: new clothes, new car, and good grades. Kevin notices her again and Annette hates her. She then meets Lance, who frees her from turning tricks in a beat-up old van, which leads her to better clothes and nicer cars. Prostitution isn't the worst of it as she is forced to kill a man in self-defense when he tries to have his way with her being tied up. She becomes a hit woman.",,http://subslikescript.com/movie/Malibu_High-79514
Fast X (2023) - full transcript,Dom Toretto and his family are targeted by the vengeful son of drug kingpin Hernan Reyes.,,http://subslikescript.com/movie/Fast_X-5433140
Little Hero (2018) - full transcript,"LITTLE HERO is about a young boy's quest to save his father from an ancient monster. When BAYU finds a sword, he accidentally awakens the giant evil Asura who turns everyone in the village to stone including his father. With his cousin Raney alongside, Bayu must find six Ancient Knights who carry amulets that will give Bayu the power to battle Asura and save his father and friends in the village.",,http://subslikescript.com/movie/Little_Hero-7989512
Let's Cheat Together (2018) - full transcript,"Sleuth Cheng, the host of the variety show, Love Is Magic, is specialised in advising the audiences on relationship problems. One early morning, he is found buried inside a tetrapod on the beach while the secretly filmed clip of Cheng passionately kissing the mayor's wife goes viral on the Internet with millions of views. It not only drops a bomb in the Taiwanese politics but has a profound impact on the upcoming mayoral election. The hospital is besieged by journalists. Cheng, whose body is covered with injuries, and his girlfriend, who works as his agent, confess that they are entrusted with a secret mission by the Taipei Mayor. It turns out that Cheng is asked to sort out the mayoress's affairs and to help the mayor control the situation before the election. In an exclusive membership-only club where privacy is absolutely protected, Cheng observes the series of affairs the mayoress has had and comes to realise that these relationships are far more complicated than they appear. In fact, the mayoress suffers greatly from the insolvable problems in her marriage. During the process, Cheng gradually warms towards the mysterious mayoress and slowly walks into a love trap full of lies and calculation. Cheng's reputation is in ruins. Under the gaze of the bloodthirsty media, how could Cheng escape from this farcical political storm? Moreover, what unspeakable secrets that would shake the whole country does the mayoress hold?",,http://subslikescript.com/movie/Lets_Cheat_Together-8973520
